high,kesai_angle,beta_angle,alpha_angle,decare_x,decare_y,decare_z,velocity_x,velocity_y,velocity_z,VarName17,VarName18,acceleration_x,acceleration_y,acceleration_z,palstance_x,palstance_y,palstance_z,center_x,center_y,center_z
108.6761387,34.2406586,357.016,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.034,-0.0048,-0.0037,-0.0073,-0.000615,-0.004605,0.002459,0.961609282317073,-1.70183092012195,0.0630723871951219
108.6761387,34.2406586,357.016,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0045,-0.0037,-0.0073,-0.000615,-0.004605,0.002459,0.961894045703839,-1.70169322547227,0.0630821316270566
108.6761387,34.2406586,357.016,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0045,0.0073,0.0023,0.000334,-0.00161,0.002366,0.961887394528875,-1.70164424133739,0.0628151902735562
108.6761387,34.2406586,357,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0045,0.0073,0.0023,0.000334,-0.00161,0.002366,0.961444744058501,-1.70184944119439,0.062604269957343
108.6761387,34.2406586,357,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0047,0.007,-0.0171,-0.001131,-0.005551,0.002366,0.961902402676399,-1.70198389476886,0.0628620650851581
108.6761387,34.2406586,356.986,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0047,0.007,-0.0171,-0.001131,-0.005551,0.001855,0.961698921437272,-1.70185018331303,0.0628646906211936
108.6761387,34.2406586,356.986,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,0.006,-0.0038,-0.0171,-0.001131,-0.005551,0.001855,0.961713356707317,-1.7019779902439,0.0629305804878048
108.6761387,34.2406586,356.986,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,0.006,-0.0038,-0.0171,0.001133,-0.003478,0.002779,0.961808869221411,-1.70216854014599,0.0624605328467153
108.6761387,34.2406586,356.97,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,0.006,-0.0038,-0.0171,0.001133,-0.003478,0.002779,0.961971560707749,-1.70205150579622,0.0629393404514948
108.6761387,34.2406586,356.97,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0046,-0.0035,-0.0172,-4.9e-05,-0.003478,0.002779,0.961712875,-1.70218637621951,0.0628068012195122
108.6761387,34.2406586,356.953,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.035,-0.0046,-0.0035,-0.0172,-4.9e-05,-0.003478,0.002659,0.962047525867316,-1.70189359464394,0.0626664674376141
108.6761387,34.2406586,356.953,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.036,-0.0046,-0.0035,-0.0172,-4.9e-05,-0.003478,0.002659,0.962033659963437,-1.70178353260207,0.0627450767824497
108.6761387,34.2406586,356.953,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.036,-0.0046,-0.0035,-0.0172,-0.000671,-0.004636,0.002173,0.96192824908648,-1.7023020816078,0.0630581869671132
108.6761387,34.2406586,356.939,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,-0.0046,-0.0035,-0.0172,-0.000671,-0.004636,0.002173,0.961892374162096,-1.70221317123705,0.062703453382084
108.6761387,34.2406586,356.939,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,0.0059,-0.0039,0.0118,-0.000815,-0.002883,0.002326,0.96155734409257,-1.70220872777101,0.0627550438489646
108.6761387,34.2406586,356.922,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,0.0059,-0.0039,0.0118,-0.000815,-0.002883,0.002326,0.96201908902439,-1.70209491097561,0.0628153024390243
108.6761387,34.2406586,356.922,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,0.006,-0.0038,-0.0075,-0.000687,-0.003722,0.002734,0.962024454656117,-1.70194428301887,0.0627060523432744
108.6761387,34.2406586,356.905,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,0.006,-0.0038,-0.0075,-0.000687,-0.003722,0.002734,0.962083318902439,-1.70227753963415,0.0627703140243902
108.6761387,34.2406586,356.905,178.79,0.82,-0.29,-1690299,5000629,3568747,0,0,-0.037,0.006,0.0073,-0.0075,-0.000687,-0.003722,0.002734,0.96212835483871,-1.70200019720024,0.062338097991479
